stage,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us,kernelName,err,tflops,bw
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,42.924,flydsl_moe1_afp4_wfp4_bf16_t128x64x256,0.0%,18.76,37522.72
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,43.2248,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_fp4,0.8%,18.63,37261.6
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,44.3619,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_xcd4,0.0%,18.15,36306.49
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,44.8616,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_xcd4_fp4,0.8%,17.95,35902.09
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.5525,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2_bnt0,0.0%,24.0,48003.13
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.5007,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2_bnt0_fp4,0.8%,24.04,48077.35
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.7314,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2_bnt0_xcd4,0.0%,23.87,47748.54
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.0364,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2_bnt0_xcd4_fp4,0.8%,23.66,47320.66
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.5775,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2,0.0%,23.98,47967.39
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.8659,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2_fp4,0.8%,23.78,47558.9
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,37.6613,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2_xcd4,0.0%,21.38,42766.05
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.4809,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w2_xcd4_fp4,0.8%,24.05,48105.79
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.1914,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3_bnt0,0.0%,24.26,48525.37
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.0602,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3_bnt0_fp4,0.8%,24.36,48717.95
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.9047,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3_bnt0_xcd4,0.0%,23.75,47504.48
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.6999,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3_bnt0_xcd4_fp4,0.8%,23.9,47793.17
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.8341,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3,0.0%,23.8,47603.6
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,37.1609,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3_fp4,0.8%,21.67,43341.93
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.0531,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3_xcd4,0.0%,23.65,47297.46
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.7463,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w3_xcd4_fp4,0.8%,23.86,47727.46
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.6829,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4_bnt0,0.0%,24.64,49280.36
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.6753,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4_bnt0_fp4,0.8%,24.65,49291.82
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.9895,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4_bnt0_xcd4,0.0%,23.69,47385.96
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.6713,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4_bnt0_xcd4_fp4,0.8%,23.92,47833.76
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.6974,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4,0.0%,24.63,49258.5
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.6434,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4_fp4,0.8%,24.67,49339.99
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.9881,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4_xcd4,0.0%,23.69,47387.91
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,37.3789,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_w4_xcd4_fp4,0.8%,21.54,43089.15
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.9318,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_bnt0,0.0%,23.05,46107.7
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.304,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_bnt0_fp4,0.8%,22.81,45621.6
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.2189,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_bnt0_xcd4,0.0%,23.53,47068.29
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.9058,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_bnt0_xcd4_fp4,0.8%,23.75,47502.94
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.3997,flydsl_moe1_afp4_wfp4_bf16_t128x128x256,0.0%,23.41,46820.9
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.83,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_fp4,0.8%,23.12,46242.46
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.8435,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_xcd4,0.0%,23.8,47590.38
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.6253,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_xcd4_fp4,0.8%,22.6,45210.15
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.4413,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_bnt0,0.0%,23.38,46764.35
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.0862,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_bnt0_fp4,0.8%,22.95,45904.8
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.114,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_bnt0_xcd4,0.0%,23.61,47213.02
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.2809,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_bnt0_xcd4_fp4,0.8%,23.49,46983.16
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.4372,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2,0.0%,23.38,46769.92
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.6381,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_fp4,0.8%,23.25,46498.65
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.8164,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_xcd4,0.0%,24.54,49079.88
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.5329,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_xcd4_fp4,0.8%,24.02,48031.19
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.1225,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0,0.0%,22.93,45857.36
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.8912,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0_fp4,0.8%,23.08,46161.35
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,36.4946,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0_xcd4,0.0%,22.07,44133.24
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.6933,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0_xcd4_fp4,0.8%,23.21,46424.67
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.247,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3,0.0%,23.51,47029.67
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.6152,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_fp4,0.8%,23.26,46529.42
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.6542,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_xcd4,0.0%,23.93,47858.07
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.1597,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_xcd4_fp4,0.8%,23.57,47149.86
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.1678,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_bnt0,0.0%,22.9,45798.29
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.2834,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_bnt0_fp4,0.8%,22.82,45648.24
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.4381,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_bnt0_xcd4,0.0%,23.38,46768.7
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.5925,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_bnt0_xcd4_fp4,0.8%,23.97,47945.97
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.4821,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4,0.0%,23.35,46709.02
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.4691,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_fp4,0.8%,23.36,46726.63
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.7023,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_xcd4,0.0%,23.89,47789.77
stage1,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,34.0517,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_xcd4_fp4,0.8%,23.65,47299.4
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.9549,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_sbm128,10.0%,24.44,48873.61
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,30.1671,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist_sbm128,10.2%,26.69,53390.12
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,64.5889,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_xcd4_sbm128,10.0%,12.47,24936.56
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,136.1681,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_xcd4_persist_sbm128,11.2%,5.91,11828.21
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.8481,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_sbm128,10.1%,24.52,49032.52
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,30.1422,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_persist_sbm128,10.0%,26.72,53434.22
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,64.6954,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_xcd4_sbm128,10.7%,12.45,24895.51
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,135.1039,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_xcd4_persist_sbm128,11.5%,5.96,11921.38
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.8428,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_sbm128,4.3%,23.8,47591.36
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.015,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_persist_sbm128,4.3%,25.15,50308.45
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,66.5384,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_xcd4_sbm128,4.3%,12.1,24205.95
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,137.555,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_xcd4_persist_sbm128,4.3%,5.85,11708.95
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.6729,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_sbm128,4.3%,23.92,47831.49
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,31.3958,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_persist_sbm128,4.3%,25.65,51300.65
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,65.4119,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_xcd4_sbm128,4.3%,12.31,24622.81
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,136.8983,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_xcd4_persist_sbm128,4.3%,5.88,11765.12
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.9837,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_sbm128,9.1%,24.42,48830.94
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.8954,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_persist_sbm128,10.4%,23.76,47517.51
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,65.0924,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_xcd4_sbm128,9.9%,12.37,24743.67
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,117.449,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_xcd4_persist_sbm128,11.5%,6.86,13713.4
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,32.4783,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2_sbm128,10.5%,24.8,49590.8
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.8838,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2_persist_sbm128,10.6%,23.77,47533.78
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,65.281,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2_xcd4_sbm128,10.7%,12.34,24672.19
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,116.7272,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2_xcd4_persist_sbm128,11.1%,6.9,13798.2
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.9371,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_sbm128,4.3%,23.73,47459.12
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.213,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist_sbm128,4.3%,22.87,45739.5
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,66.8562,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_xcd4_sbm128,4.3%,12.05,24090.88
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,120.167,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_xcd4_persist_sbm128,4.3%,6.7,13403.22
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,33.713,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_sbm128,4.3%,23.89,47774.6
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,35.0724,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_persist_sbm128,4.3%,22.96,45922.86
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,66.5417,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4_sbm128,4.3%,12.1,24204.75
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,119.7954,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4_persist_sbm128,4.3%,6.72,13444.8
stage2,256,1,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,31.068,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic,9.6%,25.92,51841.93
