stage,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us,kernelName,err,tflops,bw
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,111.3637,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_fp4,0.8%,462.8,14469.7
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,129.8952,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_xcd4,0.0%,396.78,12405.38
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,131.3651,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_xcd4_fp4,0.8%,392.34,12266.57
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,113.0841,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0,0.0%,455.76,14249.56
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,111.6558,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_fp4,0.8%,461.59,14431.84
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,128.2661,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4,0.0%,401.82,12562.94
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,128.8611,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4_fp4,0.8%,399.96,12504.93
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,105.3469,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2,0.0%,489.24,15296.12
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,105.1995,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_fp4,0.8%,489.92,15317.56
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,121.3823,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_xcd4,0.0%,424.61,13275.4
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,120.509,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_xcd4_fp4,0.8%,427.68,13371.61
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,110.818,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0,0.0%,465.08,14540.95
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,112.0983,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_fp4,0.8%,459.77,14374.88
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,126.2764,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,408.15,12760.89
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,129.283,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4_fp4,0.8%,398.66,12464.12
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,104.9669,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3,0.0%,491.01,15351.5
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,106.1117,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,0.8%,485.71,15185.88
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,120.2016,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_xcd4,0.0%,428.78,13405.8
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,120.9988,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_xcd4_fp4,0.8%,425.95,13317.48
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,113.3419,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0,0.0%,454.73,14217.15
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,111.5721,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_fp4,0.8%,461.94,14442.67
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,128.4977,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4,0.0%,401.09,12540.3
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,127.7258,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4_fp4,0.8%,403.52,12616.08
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,105.2605,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4,0.0%,489.64,15308.68
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,106.5936,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_fp4,0.8%,483.52,15117.22
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,121.3828,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_xcd4,0.0%,424.6,13275.35
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,121.5192,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_xcd4_fp4,0.8%,424.13,13260.45
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,65.537,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_sbm64,9.2%,786.42,24587.62
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,62.3464,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_persist_sbm64,9.1%,826.67,25845.91
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,76.2333,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_xcd4_sbm64,9.3%,676.08,21137.73
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,206.4319,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_xcd4_persist_sbm64,9.2%,249.67,7805.96
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,63.6929,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2_sbm64,9.2%,809.19,25299.51
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,59.8822,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2_persist_sbm64,9.2%,860.68,26909.49
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,76.8332,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2_xcd4_sbm64,9.3%,670.8,20972.69
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,205.6705,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2_xcd4_persist_sbm64,9.2%,250.59,7834.86
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,65.4555,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_sbm64,3.8%,787.4,24618.24
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,62.9344,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_persist_sbm64,3.8%,818.94,25604.43
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,77.2351,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_xcd4_sbm64,3.8%,667.31,20863.56
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,206.6651,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_xcd4_persist_sbm64,3.8%,249.39,7797.15
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,65.2818,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2_sbm64,3.8%,789.49,24683.74
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,60.9442,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2_persist_sbm64,3.8%,845.69,26440.57
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,75.8456,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2_xcd4_sbm64,3.8%,679.53,21245.78
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,206.2634,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2_xcd4_persist_sbm64,3.8%,249.87,7812.34
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,69.7477,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_sbm64,9.2%,738.94,23103.26
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,68.0333,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_persist_sbm64,9.2%,757.56,23685.45
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,81.536,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_xcd4_sbm64,9.2%,632.11,19763.04
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,195.3334,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_xcd4_persist_sbm64,9.2%,263.85,8249.48
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,67.5102,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_sbm64,9.2%,763.43,23868.97
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,66.8736,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_persist_sbm64,9.2%,770.7,24096.19
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,80.3308,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4_sbm64,9.2%,641.59,20059.54
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,195.4982,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4_persist_sbm64,9.2%,263.63,8242.53
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,70.5041,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_sbm64,3.8%,731.02,22855.4
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,76.5182,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_persist_sbm64,3.8%,673.56,21059.03
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,82.2343,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_xcd4_sbm64,3.8%,626.74,19595.22
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,198.6981,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_xcd4_persist_sbm64,3.8%,259.39,8109.79
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,68.38,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_bnt2_sbm64,3.8%,753.72,23565.36
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,75.0605,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_bnt2_persist_sbm64,3.8%,686.64,21468.0
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,81.3771,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_bnt2_xcd4_sbm64,3.8%,633.34,19801.63
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,198.3113,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_bnt2_xcd4_persist_sbm64,3.8%,259.89,8125.6
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,60.2601,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic,9.2%,855.29,26740.73
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,63.8114,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist,9.3%,807.69,25252.53
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,59.6063,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_xcd4,9.3%,864.67,27034.04
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,273.5862,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_xcd4_persist,9.3%,188.39,5889.91
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,57.794,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,9.3%,891.78,27881.77
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,62.5667,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_persist,9.3%,823.75,25754.9
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,59.3653,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_xcd4,9.3%,868.18,27143.79
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,272.4315,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_xcd4_persist,9.3%,189.18,5914.88
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,60.6772,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,3.8%,849.41,26556.91
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,70.159,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_persist,3.8%,734.61,22967.82
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,60.5553,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_xcd4,3.8%,851.12,26610.37
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,272.8835,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_xcd4_persist,3.8%,188.87,5905.08
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,59.0197,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2,3.8%,873.26,27302.73
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,69.0786,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_persist,3.8%,746.1,23327.04
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,60.1911,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_xcd4,3.8%,856.27,26771.39
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,271.1495,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_xcd4_persist,3.8%,190.08,5942.84
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,67.7293,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic,9.2%,760.96,23791.76
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,72.5652,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_persist,9.2%,710.25,22206.23
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,64.8653,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_xcd4,9.2%,794.56,24842.24
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,253.735,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_xcd4_persist,9.3%,203.12,6350.72
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,66.1344,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2,9.2%,779.32,24365.52
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,71.4794,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2_persist,9.2%,721.04,22543.55
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,63.7245,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2_xcd4,9.2%,808.79,25286.96
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,253.1365,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2_xcd4_persist,9.3%,203.6,6365.73
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,68.909,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce,3.8%,747.94,23384.45
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,72.9683,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,3.8%,706.33,22083.55
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,65.7887,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_xcd4,3.8%,783.41,24493.56
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,256.6985,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_xcd4_persist,3.8%,200.78,6277.4
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,65.6988,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,3.8%,784.48,24527.07
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,70.9405,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_persist,3.8%,726.52,22714.8
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,64.342,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4,3.8%,801.03,25044.28
stage2,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,255.2121,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4_persist,3.8%,201.95,6313.96
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,158.2964,flydsl_moe1_afp4_wfp4_bf16_t128x64x256_bnt0,0.0%,325.59,10179.63
